timestamp,eye_rub_first_hand_report,eye_rub_first_hand_count,eye_rub_first_hand_durations,|,eye_rub_second_hand_report,eye_rub_second_hand_count,eye_rub_second_hand_durations,|,flicker_report,flicker_count,|,micro_sleep_report,micro_sleep_count,micro_sleep_durations,|,pitch_report,pitch_count,pitch_durations,|,yawn_report,yawn_count,yawn_durations
2025-07-01 00:03:31,False,0,[],|,False,0,[],|,False,0,|,True,49,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 3.0 seconds', '20 micro sleep: 3.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 2.0 seconds', '26 micro sleep: 3.0 seconds', '27 micro sleep: 2.0 seconds', '28 micro sleep: 4.0 seconds', '29 micro sleep: 18.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 5.0 seconds', '32 micro sleep: 3.0 seconds', '33 micro sleep: 2.0 seconds', '34 micro sleep: 3.0 seconds', '35 micro sleep: 2.0 seconds', '36 micro sleep: 2.0 seconds', '37 micro sleep: 3.0 seconds', '38 micro sleep: 2.0 seconds', '39 micro sleep: 2.0 seconds', '40 micro sleep: 2.0 seconds', '41 micro sleep: 2.0 seconds', '42 micro sleep: 3.0 seconds', '43 micro sleep: 3.0 seconds', '44 micro sleep: 2.0 seconds', '45 micro sleep: 2.0 seconds', '46 micro sleep: 2.0 seconds', '47 micro sleep: 8.0 seconds', '48 micro sleep: 2.0 seconds', '49 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 147.0 seconds remaining.,[]
2025-07-01 00:03:41,False,0,[],|,False,0,[],|,False,Counting flickers... 17.0 seconds remaining.,|,False,0,[],|,True,20,"['1 pitch: 6.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 10.0 seconds', '4 pitch: 4.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 9.0 seconds', '7 pitch: 4.0 seconds', '8 pitch: 3.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 7.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 22.0 seconds', '14 pitch: 7.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 4.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 3.0 seconds', '19 pitch: 27.0 seconds', '20 pitch: 4.0 seconds']",|,False,Counting yawns... 137.0 seconds remaining.,[]
2025-07-01 00:03:57,False,0,[],|,False,0,[],|,True,20,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-07-01 00:04:19,False,0,[],|,False,0,[],|,False,0,|,True,50,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 3.0 seconds', '20 micro sleep: 3.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 2.0 seconds', '26 micro sleep: 3.0 seconds', '27 micro sleep: 2.0 seconds', '28 micro sleep: 4.0 seconds', '29 micro sleep: 18.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 5.0 seconds', '32 micro sleep: 3.0 seconds', '33 micro sleep: 2.0 seconds', '34 micro sleep: 3.0 seconds', '35 micro sleep: 2.0 seconds', '36 micro sleep: 2.0 seconds', '37 micro sleep: 3.0 seconds', '38 micro sleep: 2.0 seconds', '39 micro sleep: 2.0 seconds', '40 micro sleep: 2.0 seconds', '41 micro sleep: 2.0 seconds', '42 micro sleep: 3.0 seconds', '43 micro sleep: 3.0 seconds', '44 micro sleep: 2.0 seconds', '45 micro sleep: 2.0 seconds', '46 micro sleep: 2.0 seconds', '47 micro sleep: 8.0 seconds', '48 micro sleep: 2.0 seconds', '49 micro sleep: 3.0 seconds', '50 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 99.0 seconds remaining.,[]
2025-07-01 00:04:29,False,0,[],|,False,0,[],|,False,0,|,True,51,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 3.0 seconds', '20 micro sleep: 3.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 2.0 seconds', '26 micro sleep: 3.0 seconds', '27 micro sleep: 2.0 seconds', '28 micro sleep: 4.0 seconds', '29 micro sleep: 18.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 5.0 seconds', '32 micro sleep: 3.0 seconds', '33 micro sleep: 2.0 seconds', '34 micro sleep: 3.0 seconds', '35 micro sleep: 2.0 seconds', '36 micro sleep: 2.0 seconds', '37 micro sleep: 3.0 seconds', '38 micro sleep: 2.0 seconds', '39 micro sleep: 2.0 seconds', '40 micro sleep: 2.0 seconds', '41 micro sleep: 2.0 seconds', '42 micro sleep: 3.0 seconds', '43 micro sleep: 3.0 seconds', '44 micro sleep: 2.0 seconds', '45 micro sleep: 2.0 seconds', '46 micro sleep: 2.0 seconds', '47 micro sleep: 8.0 seconds', '48 micro sleep: 2.0 seconds', '49 micro sleep: 3.0 seconds', '50 micro sleep: 2.0 seconds', '51 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 88.0 seconds remaining.,[]
2025-07-01 00:04:46,False,0,[],|,False,0,[],|,False,0,|,True,52,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 3.0 seconds', '20 micro sleep: 3.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 2.0 seconds', '26 micro sleep: 3.0 seconds', '27 micro sleep: 2.0 seconds', '28 micro sleep: 4.0 seconds', '29 micro sleep: 18.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 5.0 seconds', '32 micro sleep: 3.0 seconds', '33 micro sleep: 2.0 seconds', '34 micro sleep: 3.0 seconds', '35 micro sleep: 2.0 seconds', '36 micro sleep: 2.0 seconds', '37 micro sleep: 3.0 seconds', '38 micro sleep: 2.0 seconds', '39 micro sleep: 2.0 seconds', '40 micro sleep: 2.0 seconds', '41 micro sleep: 2.0 seconds', '42 micro sleep: 3.0 seconds', '43 micro sleep: 3.0 seconds', '44 micro sleep: 2.0 seconds', '45 micro sleep: 2.0 seconds', '46 micro sleep: 2.0 seconds', '47 micro sleep: 8.0 seconds', '48 micro sleep: 2.0 seconds', '49 micro sleep: 3.0 seconds', '50 micro sleep: 2.0 seconds', '51 micro sleep: 2.0 seconds', '52 micro sleep: 3.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 72.0 seconds remaining.,[]
2025-07-01 00:04:46,False,0,[],|,False,0,[],|,False,Counting flickers... 11.0 seconds remaining.,|,False,0,[],|,True,21,"['1 pitch: 6.0 seconds', '2 pitch: 5.0 seconds', '3 pitch: 10.0 seconds', '4 pitch: 4.0 seconds', '5 pitch: 6.0 seconds', '6 pitch: 9.0 seconds', '7 pitch: 4.0 seconds', '8 pitch: 3.0 seconds', '9 pitch: 3.0 seconds', '10 pitch: 4.0 seconds', '11 pitch: 7.0 seconds', '12 pitch: 5.0 seconds', '13 pitch: 22.0 seconds', '14 pitch: 7.0 seconds', '15 pitch: 4.0 seconds', '16 pitch: 4.0 seconds', '17 pitch: 3.0 seconds', '18 pitch: 3.0 seconds', '19 pitch: 27.0 seconds', '20 pitch: 4.0 seconds', '21 pitch: 6.0 seconds']",|,False,Counting yawns... 72.0 seconds remaining.,[]
2025-07-01 00:04:56,False,0,[],|,False,0,[],|,False,0,|,True,53,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 3.0 seconds', '20 micro sleep: 3.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 2.0 seconds', '26 micro sleep: 3.0 seconds', '27 micro sleep: 2.0 seconds', '28 micro sleep: 4.0 seconds', '29 micro sleep: 18.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 5.0 seconds', '32 micro sleep: 3.0 seconds', '33 micro sleep: 2.0 seconds', '34 micro sleep: 3.0 seconds', '35 micro sleep: 2.0 seconds', '36 micro sleep: 2.0 seconds', '37 micro sleep: 3.0 seconds', '38 micro sleep: 2.0 seconds', '39 micro sleep: 2.0 seconds', '40 micro sleep: 2.0 seconds', '41 micro sleep: 2.0 seconds', '42 micro sleep: 3.0 seconds', '43 micro sleep: 3.0 seconds', '44 micro sleep: 2.0 seconds', '45 micro sleep: 2.0 seconds', '46 micro sleep: 2.0 seconds', '47 micro sleep: 8.0 seconds', '48 micro sleep: 2.0 seconds', '49 micro sleep: 3.0 seconds', '50 micro sleep: 2.0 seconds', '51 micro sleep: 2.0 seconds', '52 micro sleep: 3.0 seconds', '53 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 62.0 seconds remaining.,[]
2025-07-01 00:04:57,False,0,[],|,False,0,[],|,True,27,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-07-01 00:05:09,False,0,[],|,False,0,[],|,False,0,|,True,54,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 3.0 seconds', '20 micro sleep: 3.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 2.0 seconds', '26 micro sleep: 3.0 seconds', '27 micro sleep: 2.0 seconds', '28 micro sleep: 4.0 seconds', '29 micro sleep: 18.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 5.0 seconds', '32 micro sleep: 3.0 seconds', '33 micro sleep: 2.0 seconds', '34 micro sleep: 3.0 seconds', '35 micro sleep: 2.0 seconds', '36 micro sleep: 2.0 seconds', '37 micro sleep: 3.0 seconds', '38 micro sleep: 2.0 seconds', '39 micro sleep: 2.0 seconds', '40 micro sleep: 2.0 seconds', '41 micro sleep: 2.0 seconds', '42 micro sleep: 3.0 seconds', '43 micro sleep: 3.0 seconds', '44 micro sleep: 2.0 seconds', '45 micro sleep: 2.0 seconds', '46 micro sleep: 2.0 seconds', '47 micro sleep: 8.0 seconds', '48 micro sleep: 2.0 seconds', '49 micro sleep: 3.0 seconds', '50 micro sleep: 2.0 seconds', '51 micro sleep: 2.0 seconds', '52 micro sleep: 3.0 seconds', '53 micro sleep: 2.0 seconds', '54 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 48.0 seconds remaining.,[]
2025-07-01 00:05:14,False,0,[],|,False,0,[],|,False,0,|,True,55,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 3.0 seconds', '20 micro sleep: 3.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 2.0 seconds', '26 micro sleep: 3.0 seconds', '27 micro sleep: 2.0 seconds', '28 micro sleep: 4.0 seconds', '29 micro sleep: 18.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 5.0 seconds', '32 micro sleep: 3.0 seconds', '33 micro sleep: 2.0 seconds', '34 micro sleep: 3.0 seconds', '35 micro sleep: 2.0 seconds', '36 micro sleep: 2.0 seconds', '37 micro sleep: 3.0 seconds', '38 micro sleep: 2.0 seconds', '39 micro sleep: 2.0 seconds', '40 micro sleep: 2.0 seconds', '41 micro sleep: 2.0 seconds', '42 micro sleep: 3.0 seconds', '43 micro sleep: 3.0 seconds', '44 micro sleep: 2.0 seconds', '45 micro sleep: 2.0 seconds', '46 micro sleep: 2.0 seconds', '47 micro sleep: 8.0 seconds', '48 micro sleep: 2.0 seconds', '49 micro sleep: 3.0 seconds', '50 micro sleep: 2.0 seconds', '51 micro sleep: 2.0 seconds', '52 micro sleep: 3.0 seconds', '53 micro sleep: 2.0 seconds', '54 micro sleep: 2.0 seconds', '55 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 44.0 seconds remaining.,[]
2025-07-01 00:05:20,False,0,[],|,False,0,[],|,False,0,|,True,56,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 3.0 seconds', '20 micro sleep: 3.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 2.0 seconds', '26 micro sleep: 3.0 seconds', '27 micro sleep: 2.0 seconds', '28 micro sleep: 4.0 seconds', '29 micro sleep: 18.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 5.0 seconds', '32 micro sleep: 3.0 seconds', '33 micro sleep: 2.0 seconds', '34 micro sleep: 3.0 seconds', '35 micro sleep: 2.0 seconds', '36 micro sleep: 2.0 seconds', '37 micro sleep: 3.0 seconds', '38 micro sleep: 2.0 seconds', '39 micro sleep: 2.0 seconds', '40 micro sleep: 2.0 seconds', '41 micro sleep: 2.0 seconds', '42 micro sleep: 3.0 seconds', '43 micro sleep: 3.0 seconds', '44 micro sleep: 2.0 seconds', '45 micro sleep: 2.0 seconds', '46 micro sleep: 2.0 seconds', '47 micro sleep: 8.0 seconds', '48 micro sleep: 2.0 seconds', '49 micro sleep: 3.0 seconds', '50 micro sleep: 2.0 seconds', '51 micro sleep: 2.0 seconds', '52 micro sleep: 3.0 seconds', '53 micro sleep: 2.0 seconds', '54 micro sleep: 2.0 seconds', '55 micro sleep: 2.0 seconds', '56 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 38.0 seconds remaining.,[]
2025-07-01 00:05:36,False,0,[],|,False,0,[],|,False,0,|,True,57,"['1 micro sleep: 2.0 seconds', '2 micro sleep: 2.0 seconds', '3 micro sleep: 3.0 seconds', '4 micro sleep: 5.0 seconds', '5 micro sleep: 11.0 seconds', '6 micro sleep: 2.0 seconds', '7 micro sleep: 2.0 seconds', '8 micro sleep: 2.0 seconds', '9 micro sleep: 2.0 seconds', '10 micro sleep: 2.0 seconds', '11 micro sleep: 9.0 seconds', '12 micro sleep: 2.0 seconds', '13 micro sleep: 2.0 seconds', '14 micro sleep: 2.0 seconds', '15 micro sleep: 3.0 seconds', '16 micro sleep: 3.0 seconds', '17 micro sleep: 2.0 seconds', '18 micro sleep: 2.0 seconds', '19 micro sleep: 3.0 seconds', '20 micro sleep: 3.0 seconds', '21 micro sleep: 2.0 seconds', '22 micro sleep: 2.0 seconds', '23 micro sleep: 2.0 seconds', '24 micro sleep: 2.0 seconds', '25 micro sleep: 2.0 seconds', '26 micro sleep: 3.0 seconds', '27 micro sleep: 2.0 seconds', '28 micro sleep: 4.0 seconds', '29 micro sleep: 18.0 seconds', '30 micro sleep: 2.0 seconds', '31 micro sleep: 5.0 seconds', '32 micro sleep: 3.0 seconds', '33 micro sleep: 2.0 seconds', '34 micro sleep: 3.0 seconds', '35 micro sleep: 2.0 seconds', '36 micro sleep: 2.0 seconds', '37 micro sleep: 3.0 seconds', '38 micro sleep: 2.0 seconds', '39 micro sleep: 2.0 seconds', '40 micro sleep: 2.0 seconds', '41 micro sleep: 2.0 seconds', '42 micro sleep: 3.0 seconds', '43 micro sleep: 3.0 seconds', '44 micro sleep: 2.0 seconds', '45 micro sleep: 2.0 seconds', '46 micro sleep: 2.0 seconds', '47 micro sleep: 8.0 seconds', '48 micro sleep: 2.0 seconds', '49 micro sleep: 3.0 seconds', '50 micro sleep: 2.0 seconds', '51 micro sleep: 2.0 seconds', '52 micro sleep: 3.0 seconds', '53 micro sleep: 2.0 seconds', '54 micro sleep: 2.0 seconds', '55 micro sleep: 2.0 seconds', '56 micro sleep: 2.0 seconds', '57 micro sleep: 2.0 seconds']",|,False,Counting pitches...,[],|,False,Counting yawns... 22.0 seconds remaining.,[]
2025-07-01 00:05:56,False,0,[],|,False,0,[],|,True,24,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-07-01 00:05:57,True,0,"['1 right eye rub: 2.0 seconds', '1 left eye rub: 2.0 seconds']",|,True,0,"['1 right eye rub: 2.0 seconds', '1 left eye rub: 2.0 seconds']",|,False,Counting flickers... 60.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-07-01 00:05:57,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-07-01 00:30:35,False,0,[],|,False,0,[],|,True,17,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-07-01 00:31:35,False,0,[],|,False,0,[],|,True,18,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-07-01 00:32:35,False,0,[],|,False,0,[],|,True,22,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-07-01 00:32:35,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-07-01 00:33:14,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 141.0 seconds remaining.,[]
2025-07-01 00:33:34,False,0,[],|,False,0,[],|,True,15,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 121.0 seconds remaining.,[]
2025-07-01 00:51:26,False,0,[],|,False,0,[],|,False,Counting flickers... 1.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 8.0 seconds'],|,False,Counting yawns... 121.0 seconds remaining.,[]
2025-07-01 00:51:27,False,0,[],|,False,0,[],|,True,11,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-07-01 00:52:26,False,0,[],|,False,0,[],|,True,8,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-07-01 00:54:57,False,0,[],|,False,0,[],|,True,17,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-07-01 00:55:47,False,0,[],|,False,0,[],|,False,Counting flickers... 10.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 7.0 seconds'],|,False,Counting yawns... 71.0 seconds remaining.,[]
2025-07-01 00:55:57,False,0,[],|,False,0,[],|,True,19,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-07-01 00:57:59,False,0,[],|,False,0,[],|,True,13,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-07-01 00:58:05,False,0,[],|,False,0,[],|,False,Counting flickers... 54.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 3.0 seconds'],|,False,Counting yawns... 114.0 seconds remaining.,[]
2025-07-01 00:58:43,False,0,[],|,False,0,[],|,False,Counting flickers... 15.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds']",|,False,Counting yawns... 76.0 seconds remaining.,[]
2025-07-01 00:58:58,False,0,[],|,False,0,[],|,True,18,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-07-01 00:59:07,False,0,[],|,False,0,[],|,False,Counting flickers... 51.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 18.0 seconds']",|,False,Counting yawns... 52.0 seconds remaining.,[]
2025-07-01 00:59:19,False,0,[],|,False,0,[],|,False,Counting flickers... 39.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 18.0 seconds', '4 pitch: 3.0 seconds']",|,False,Counting yawns... 40.0 seconds remaining.,[]
2025-07-01 00:59:36,False,0,[],|,False,0,[],|,False,Counting flickers... 22.0 seconds remaining.,|,False,0,[],|,True,5,"['1 pitch: 3.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 18.0 seconds', '4 pitch: 3.0 seconds', '5 pitch: 12.0 seconds']",|,False,Counting yawns... 23.0 seconds remaining.,[]
2025-07-01 00:59:58,False,0,[],|,False,0,[],|,True,26,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-07-01 00:59:58,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-07-01 01:01:21,False,0,[],|,False,0,[],|,True,7,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 120.0 seconds remaining.,[]
2025-07-01 01:02:21,False,0,[],|,False,0,[],|,True,26,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 61.0 seconds remaining.,[]
2025-07-01 01:02:35,False,0,[],|,False,0,[],|,False,Counting flickers... 46.0 seconds remaining.,|,False,0,[],|,True,1,['1 pitch: 6.0 seconds'],|,False,Counting yawns... 47.0 seconds remaining.,[]
2025-07-01 01:03:10,False,0,[],|,False,0,[],|,False,Counting flickers... 11.0 seconds remaining.,|,False,0,[],|,True,2,"['1 pitch: 6.0 seconds', '2 pitch: 3.0 seconds']",|,False,Counting yawns... 11.0 seconds remaining.,[]
2025-07-01 01:03:20,False,0,[],|,False,0,[],|,True,20,|,False,0,[],|,False,Counting pitches...,[],|,False,Counting yawns... 1.0 seconds remaining.,[]
2025-07-01 01:03:21,False,0,[],|,False,0,[],|,False,Counting flickers... 59.0 seconds remaining.,|,False,0,[],|,False,Counting pitches...,[],|,True,0,[]
2025-07-01 01:03:37,False,0,[],|,False,0,[],|,False,0,|,True,1,['1 micro sleep: 2.0 seconds'],|,False,Counting pitches...,[],|,False,Counting yawns... 164.0 seconds remaining.,[]
2025-07-01 01:03:45,False,0,[],|,False,0,[],|,False,Counting flickers... 36.0 seconds remaining.,|,False,0,[],|,True,3,"['1 pitch: 6.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 9.0 seconds']",|,False,Counting yawns... 156.0 seconds remaining.,[]
2025-07-01 01:04:04,False,0,[],|,False,0,[],|,False,Counting flickers... 16.0 seconds remaining.,|,False,0,[],|,True,4,"['1 pitch: 6.0 seconds', '2 pitch: 3.0 seconds', '3 pitch: 9.0 seconds', '4 pitch: 19.0 seconds']",|,False,Counting yawns... 137.0 seconds remaining.,[]
